17.5
17.9
17.6
17.5
17.9
17.4
17.5
17.6
17.4
17.5
17.4
17.5
17.7
17.6
17.8
18.7
18.4
17.5
17.5
18.8
74.2
18.2
17.5
17.4
17.4
17.6
17.4
17.5
17.6
17.4
17.4
17.4
17.4
17.5
17.4
17.5
17.6
17.6
17.5
17.5
17.4
17.6
17.6
17.4
17.5
18.4
17.6
38.7
17.4
17.5
